id;user;comment;date;mark;adjectives;polarity
331;El-Ak;tom hanks was superb you can't really differentiate him from the character of forrest gump. the story is unique and the direction was good. the movie's music wasn't helpful at all could have added more greatness to the scenes. the rhythm of the movie slowed at some parts and was quick at others but the only thing that bothers is that a character like forrest after all of that could have been used better and had better situations and more effective and i really thought of it as a great performance by hanks although i don't feel most of the scenes were the ones that could show us the character and make it way more epic but you will be taken by hank's performance which was the spine of the movie. his love jenny i suppose wasn't that serious character that fits to guide him or help him and should have been another character that makes that great effect in his life. the telling of the story and camera movements were absolutely gorgeous and robert zemeckis did a great job in it along side with the scenario which reflected the characters so well.in the end a great movie! 8.5/10;14 July 2018;8;['superb', 'forr', 'unique', 'good', 'helpful', 'more', 'quick', 'only', 'forr', 'well', 'effective', 'great', 'most', 'epic', 'serious', 'great', 'gorgeous', 'great', 'great'];0.5116666666666666
332;pinokiyo;"just like back to the future, even decades later, the pacing is fantastic and it just lives up to the test of time. honestly, if you haven't seen this film, you must be living in a cave or born yesterday. this is the film that has everything. it appeals to everyone because... 1) best soundtrack ever; so many classics it's crazy how much royalties they must have paid for it. 2) fantastic cast and acting. you just can't imagine anyone else playing the part of forrest gump other than tom hanks. 2) it has everything from romance, comedy, drama, history, special effects, action, best storytelling/script... i mean, what movie contains all that in one perfectly? it makes you laugh to the highest point and it makes you cry your eyes out. it's just an incredibly perfectly made film.";4 July 2017;10;['fantastic', 'good', 'many', 'crazy', 'much', 'fantastic', 'forr', 'other', 'special', 'good', 'high'];0.2769047619047619
333;InlyCii;many people watched forrest gump, and they felt that it was an inspirational movie. people like gump who didn't have anything in the beginning can succeed. in fact, the director's sigh of helplessness in life can be interpreted from this movie. each step of a-gump is adhering forward, but each step is not arranged by him, but a force in the meditation pushes him into such a situation.;16 March 2020;9;['many', 'forr', 'inspirational'];0.5
334;blairgallop7;"he may have been good in philadelphia but be is excellent in forrest gump.tom hanks delivers another great performance in his career by portraying the lovable,king yet not so intelligent character forrest gump.it is also tom hanks' second straight win for the best actor oscar which he becomes the second man to do said accomplishment after spencer tracy.whilst not as dramatic as philadelphia,tom hanks' performance is just as great in this movie and this movie could possibly be the film of tom hanks' career as he used to be a comedy guy who turned to drama in a way which would paved for future stars such as jim carrey(the truman show),reese witherspoon(walk the line) and will ferrell(stranger than fiction) to name a few.also staring in this great movie classic are robin wright-penn who plays jenny,gary sinise who was nominated for an academy award for his portrayal of lieutenant dan taylor,mykelti williamson as forrest's best friend and shrimper benjamin buford""bubba"" blue and sally field as mrs.gump.this film was nominated for a total of thirteen academy awards but won six of them which include best film editing,best visual effects,best adapted screenplay,best picture,best director-robert zemeckis and best actor-tom hanks.this is one masterpiece of a movie that will not be forgotten about in a long time.bravo!";15 December 2007;10;['good', 'excellent', 'forr', 'great', 'lovable', 'intelligent', 'forr', 'second', 'straight', 'good', 'second', 'dramatic', 'great', 'future', 'such', 'great', 'forr', 'good', 'blue', 'sally', 'good', 'good', 'visual', 'good', 'good', 'good', 'good', 'long'];0.4465277777777776
335;phillafella;forrest gump is among the greatest movies of all time. it's a kind of movie that grows on you and never wants to let go. tom hanks is at his best playing a southern boy whose life is affected by many various moments of u.s. history. robin wright provides a cute love interest in a movie that never gets tedious or boring. forrest gump definitely stands the test of time and is still enjoyable to watch to this day. a cinematic masterpiece. 5 out of 5;13 June 2003;10;['forr', 'great', 'good', 'southern', 'many', 'various', 'cute', 'tedious', 'boring', 'forr', 'enjoyable', 'cinematic'];0.15
336;native_girl333;"""forrest gump"" is a heart-warming and always enjoyable drama about a little clueless forrest (outstanding tom hanks) who thinks with his heart, not with his head. and that is why the audiences love him so much. i have seen this movie without a doubt hundreds's of times. it is so sad and touching but it always gives me an extra optimistic boost. the movie is a journey that guides us trough the life of forrest. we visit forrest's life from his alabama childhood to presidential visit's to vietnam war all the way to his days of adulthood. the director robert zemecis has directed this monumental piece with great sense of humor and a touch of sensitivity. the story begins at a bus-stop where forrest waits his bus to come and while waiting he tells his amazing stories to any one who ever sit down with him on the bench. forrest has an interesting life. he had a crooked back when he was a boy and had to have special metal-braces attached to his legs. people are always teasing forrest because of he has low iq. fortunately he has a strong-minded mother (sally field) who is behind his son when the world turns its back on him. he has also jenny (soulful robin wright, nowadays with penn) as his best friend. forrest is in love with wild and troubled jenny but she is hard to tame. later in his life forrest meets some of america's most famous people like three presidents (jfk, lyndon johnson and richard ""water-gate"" nixon), john lennon, the king of rock'n'roll elvis presley etc. forrest becomes a football star, vietnam hero, pin-ball champion, famous enterprise owner and many more. even he don't got the smarts he still manages to get fame, fortune and respect. nevertheless the most important thing to forrest is jenny. jenny is in his thoughts all the time. the absolutely beautiful music composed by alan silvestri is breath-taking. additional music is a massive collection of 60's and 70's feast. nothing can't beat the good old ""break on trough"" by the doors. i have also a copy of the unbelievable soundtrack. robert zemecis grabbed a subject that was and is still somewhat forbidden matter in modern-day society. with these kind of abilities and talent you can make a successful combination. and i don't understand the people who bark on ""forrest gump"". or that fact which is suggesting that tom hanks didn't deserve to win the oscar from his marvelous lead character! you doubting judases should make watch ""forrest gump"" 24 hours in a row to convince you that you have been seriously wrong... ""forrest gump"" is a timeless classic of the enduring love and finding meaning in life. everyone who enjoys great music and underdog stories ""forrest gump"" is just right movie for you. forrest: ""what's my destiny, mama?"" mrs.gump: ""you're gonna have to figure it out for yourself.""";24 June 2006;10;['forr', 'enjoyable', 'little', 'clueless', 'forr', 'outstanding', 'sad', 'touching', 'optimistic', 'forr', 'forr', 'presidential', 'monumental', 'great', 'forr', 'amazing', 'forr', 'interesting', 'crooked', 'special', 'forr', 'low', 'strong', 'minded', 'soulful', 'good', 'forr', 'wild', 'troubled', 'hard', 'forr', 'famous', 'forr', 'famous', 'many', 'more', 'important', 'forr', 'beautiful', 'additional', 'massive', 'good', 'old', 'unbelievable', 'modern', 'successful', 'forr', 'marvelous', 'forr', 'wrong', 'forr', 'great', 'forr', 'right', 'forr'];0.3077194940476191
337;NikkoFranco;did i cry at the theater with a friend while watching forrest ? yes, we did . did we laugh loudly at him during the ping pong game? yes , we did. did we feel his pain and struggles as a child and when jenny died later on ? yes, we did. my friend and me are one of those many millions who know forrest gump line per line. this film is not exclusive to the ladies only as a chick flick for i also happen to know many men who love forrest gump as we do. we can put the blame to tom hanks' majestic acting , or to robert zemeckis for his out of this planet directing, or just because this is the most beautiful, unusual story of love we have seen of this caliber. a brilliant film that needs no further introduction as it shines like the sun in our universe with its honesty and simplicity.;27 May 2018;10;['forr', 'many', 'forr', 'exclusive', 'many', 'forr', 'majestic', 'beautiful', 'unusual', 'brilliant', 'further'];0.4916666666666667
338;Lily_hoho;i still remember the first time i saw this movie, i was moved by forrest gump, he is always so sincere. he is kind to all people, his dedication to one thing, hard work, hard work. keep it in my mind. every time i feel unhappy, i will watch the movie again. it will encourage me to overcome the hardship. i will always love him.;16 March 2020;10;['first', 'forr', 'sincere', 'kind', 'hard', 'hard', 'unhappy'];0.0277777777777777
339;motrous;"overrated. there, i said it. it's fine but it won best picture against pulp fiction and the shawshank redemption and those two are far more memorable and long-lasting. even four weddings and a funeral gets talked about more than forrest gump does. the only thing that anyone remembers from this movie is ""run, forrest. run."" and ""life is like a box of chocolates.""";14 April 2021;5;['overrated', 'fine', 'good', 'memorable', 'lasting', 'more', 'forr', 'only', 'forr'];0.3527777777777778
340;hooma814;who doesn't love forrest gump? this movie is so loveable and has such enjoyable characters to get on board with. forrest snr and jr, jenny, bubba, lt dan! they're all so great. this movie wins me every time and feels like a movie i'll always be able to watch and enjoy for decades to come. it's easily going to be one i'll show to future generations, so iconic. run forrest, run!;31 August 2020;10;['forr', 'loveable', 'such', 'enjoyable', 'forr', 'great', 'able', 'future', 'iconic', 'forr'];0.3833333333333333
341;kyragd2009;this is an another classic for me! what a movies? the actors? they all are just soooo good! still i watch it and still i enjoy it like the 1st time;14 May 2020;10;['good'];0.7
342;peterwixongb;i teared up after this film ended, it was well made. tom hanks proved once again why he is one of, if not the greatest actor of all time. every scene had an impact, and every scene was made with a purpose and reason, there was no wasted or wasteful scenes. the film and pacing felt slow near the middle, but if anything this film benefited from it. this was exceptional overall, 9/10.;6 October 2021;9;['great', 'wasteful', 'slow', 'overall'];0.1666666666666666
343;Chuck-149;"i know my one line summary might not be that clear so i'm going to explain it to you. in 1994, we had classics like ""the shawshank redemption"" and ""pulp fiction"" who were in nomination at the oscars and were stolen in every category in which they were nominated. they were all stolen by ""forrest gump"". these two other movies which were completely different in their style from the movies of the same genre as them but who came before them were completely over-looked. and the worst part is ""forrest gump"" is simply the biography of forest gump. also, it robbed every movie in the best actor category. of course it isn't that easy to play someone who is mentally ill but it's easier than playing just some ordinary person and playing it well. forrest gump (tom hanks) lives with his mother and comes from north-west alabama. however, he has a slight mental deficiency and a leg problem for which he must wear a brace. when he starts going to school, he is rejected by everyone except the bus-driver and a young girl named jenny. one day after school, while forrest and jenny are hanging together, they are surprised by a bunch of boys from their school who start throwing rocks at forrest. he tries to run away but because of his bad leg, he can hardly get away. this is the classic scene when jenny yells ""run forrest, run."" and as he runs, his brace starts to come off and the boys who were chasing him are unable to catch up to him for he is too fast, even though they have bikes. as the years pass, forrest and jenny (robin wright penn) go their own way. forrest gets into the army and goes to vietnam. but one night in the camp, all the soldiers are in bed and pass on a playboy magazine. when forrest gets it, he realizes jenny has her photograph in it. further on during the war, he saves the life of his lieutenant named don taylor (gary sinise) but loses his best friend bubba. also, his lieutenant is left legless because of the accident whereas the only forrest gets is a bullet in the butt. when forrest gets home, he as many things to do. on of them is to go over to bubba's parents' house to announce to them he was killed in combat. another thing he does is try to find jenny. the movie is a kind of comedy-drama and is pretty good. but i still don't think nor understand how it won best picture, best actor (tom hanks) and best director (robert zemeckis) at the oscars. i mean, if it had really deserved those oscars, wouldn't it get a higher rank than both ""pulp fiction"" and ""the shawshank redemption"" on our top 250 list? i actually believe that the one who deserved an oscar more than anyone else in the movie is gary sinise as lieutenant don taylor. however, it was almost impossible for him to win that year because we had martin landau in nomination for best supporting actor in ""ed wood"" and he truly deserved the oscar he won. so all in all, this isn't a bad movie, it's just way too over-rated.";18 January 2000;6;['clear', 'forr', 'other', 'different', 'same', 'bad', 'forr', 'good', 'easy', 'ill', 'easy', 'ordinary', 'forr', 'slight', 'mental', 'young', 'forr', 'forr', 'bad', 'classic', 'forr', 'unable', 'fast', 'forr', 'own', 'forr', 'forr', 'good', 'legless', 'forr', 'forr', 'many', 'good', 'good', 'good', 'good', 'high', 'top', 'more', 'gary', 'impossible', 'good', 'bad'];0.1395
344;gottogorunning;goodness gracious, i discovered that i hadn't commented on this movie yet! well, it's to be rectified. forrest gump was an absolute favorite of mine for several years, it still ranks among the top ten movies of all time. it is brilliant, a true gem that will undoubtedly become a classic. it already is a classic, actually. at least in my book. though it differs from the book - or should i say it has nothing to do with the book by winston groom at all except for the name forrest gump and ping-pong - it has an almost literary quality to it: it's the kind of epic and insane saga one can find in one. the life and adventures of forrest gump are a modern equivalent of munchausen, but this time around, the liar tells the truth. forrest gump is a perfect human being, a bit on the slow side, i'll admit - but he is honest, he is righteous and he never wants to do anyone any harm. this film is also a meandering look at modern american history, it's politics and society, and the distance that forrest himself sets between the events and actually understanding them is the kind of distance we all feel sometimes - or want to feel more often. his ability to walk away unscathed from any happening is one i sure would like to have. i short put, this film is one i will remember for the rest of my life.;9 August 2005;10;['gracious', 'forr', 'absolute', 'several', 'top', 'brilliant', 'true', 'least', 'forr', 'literary', 'epic', 'insane', 'forr', 'modern', 'forr', 'perfect', 'human', 'slow', 'honest', 'righteous', 'modern', 'american', 'forr', 'unscathed', 'short'];0.15
345;the-gossip-king;life is like a box of chocolates - you never know which one you are going to get. i love this movie. i love it. i love it. i love it. the acting is superb. tom hanks is excellent and so is robin-wright penn. the story is great and heartwarming. i cry every time i see that last scene with the feather and also when forrest cries over the grave. you would have to be crazy not to like this movie. everything about it is great. it has its tender moments. its funny moment and everything in between. i praise the director and the screenwriter. the dialogue and cinematography in this movie are excellent and so is the score. the final scene with the feather is one of the best in movie history. if you have not seen this movie you have not been born yet!;27 April 2008;8;['superb', 'excellent', 'great', 'heartwarming', 'last', 'forr', 'crazy', 'great', 'tender', 'funny', 'excellent', 'final', 'good'];0.495
346;Jerry Ables;there is so much to love about this dynamic movie and i think it very richly deserved every academy award that it won. it takes us on such an excellent trip through three decades of history and tells an extremely entertaining and inspiring story of how a simple minded man went on to accomplish so much. this is one movie that i never get tired of watching and is most definitely an all time favorite on my list.;6 November 2002;10;['much', 'dynamic', 'excellent', 'entertaining', 'inspiring', 'simple', 'minded', 'much', 'tired', 'favorite'];0.3
347;thomas-hardcastle-2;"quite simply, the greatest film ever made. humour, sadness, action, drama and a vietnam film all rolled into one. i'm not a stone cold, heartless villain, but it takes a lot to make me cry when i watch a movie. bambi's mother, i couldn't care less. jimmy stewart in, ""oh, what a wonderful life,"" - yeah right! the lion king, when mufasa bites the big one - on the verge. but seriously - i bawled my big brown eyes out, on several occasions in this film. a real tear-jerker, and a wonderful character, played to perfection by tom hanks. every bit as worthy for the oscar as rooney was to win the premiership in 2007. i cannot say it enough: this is the film of all time. watch it, and you'll see.";14 May 2007;10;['great', 'cold', 'heartless', 'wonderful', 'big', 'big', 'brown', 'several', 'real', 'wonderful', 'worthy'];0.3166666666666667
348;matlefebvre20;"there was a quebec poet-singer named felix leclerc who sang a song which began with these words: ""moi, mes souliers ont beaucoup voyage"". in english, it means: ""me, my shoes have traveled a lot."" so, just watching the opening scenes from the movie, where the camera zooms on forrest's shoes, made me understand that forrest gump was that kind of guy, too. in fact, forrest's journey began right after the end of world war ii and it went on throughout all of the baby-boom generation events 'till 1982, where his childhood sweetheart, who became his wife, died of aids. but what forrest gump never understood is that any single event of his life would have been a lifelong dream for somebody else. everyone on earth would die for a single sight of the president of the united states. well, forrest personally met three of them (kennedy, johnson and nixon) and he never realized how lucky he was. and that's a single element of his existence. forrest gump's character is played by tom hanks, a role which deserved him the best actor oscar for a second-straight year (he won for ""philadelphia"" in 1993). but it's very easy to understand. i think that hanks' performance is one of the most brilliant interpretations of any kind in the history of cinema. also brilliant are gary sinise and robin wright penn, who play respectively lt. dan taylor (forrest's superior in vietnam) and jenny (the girl of whom forrest has a crush on). while forrest is a very lucky guy, taylor and jenny are mostly down on their own luck. taylor lost his legs during the vietnam war and after the war, he depended on the government for living and became an alcoholic. jenny had the bad luck of having a cruel and abusive father and she met a lot of men who weren't as tender as her childhood friend forrest was. she even became addicted to drugs during the hippie movement and she contemplated suicide for a while. but it's hanks' performance that really makes this movie a unique one. not only does hanks put all of his skills into forrest's interpretation, helped by young michael conner humphreys,but the script is also a gem. it shows a character whose innocence is still a part of him, like if he still was a child. forrest's iq is very low, but his physical shape is great (especially in his legs) and he's led by his heart, which is as big as his own alabama estate. visual effects are magnificent. it's one rare movie that features state-of-the-art special effects in such a drama. most of the time, this kind of effects are featured in genres such as action, adventure, fantasy or science fiction. i loved to see gary sinise without his legs and the feather movement in the opening and the closing scenes. but the most astonishing of all is the interaction between forrest and famous people, such as presidents kennedy, johnson and nixon, and also elvis presley and john lennon. so, all in all, ""forrest gump"" is a unique movie. it's a great historical drama, featuring one of the most recognizable characters ever conceived and it's a very enjoyable showcase of one of the greatest historical periods ever. it means that i perfectly understand why did this movie win the academy award for best picture. however, this award should have belonged to ""pulp fiction""...";3 June 2006;8;['forr', 'forr', 'forr', 'forr', 'single', 'lifelong', 'single', 'forr', 'lucky', 'single', 'forr', 'good', 'second', 'straight', 'easy', 'brilliant', 'brilliant', 'gary', 'superior', 'forr', 'forr', 'lucky', 'own', 'bad', 'cruel', 'abusive', 'tender', 'forr', 'addicted', 'unique', 'forr', 'young', 'low', 'physical', 'great', 'big', 'own', 'visual', 'magnificent', 'rare', 'special', 'most', 'such', 'astonishing', 'forr', 'famous', 'such', 'forr', 'unique', 'great', 'historical', 'recognizable', 'enjoyable', 'great', 'historical', 'good'];0.2717770034843205
349;emfern13;dont get me wrong this is a good movie but it is way overrated. sure, it has great performances by tom hanks and gary sinise but it just didnt do as much for me as it did for other people. it has a pretty good script and pretty well directed but the movie is too long and can get a little boring. overall i give it an 8 out of 10. its a good movie, just not one of my favorites.;19 February 2003;8;['wrong', 'good', 'overrated', 'great', 'much', 'other', 'good', 'long', 'little', 'boring', 'good'];0.1152777777777777
350;slyofwar;just about everyone knows about the life is like a box of chocolates line and for good reason this movie is excellent my only issue is the love interest is kind of annoying in a oh why are you doing this kind of annoying check it out though if you haven't seen this gem before;22 June 2020;8;['good', 'excellent', 'only', 'annoying', 'annoying'];0.0199999999999999
351;tjsdshpnd;lost count on how many times i have watched this masterpiece, but sincerely i would love to watch it many more times in the future. the title role played by tom hanks has become one of the most loved characters in cinema history . the character who is primarily dumb with an i.q below 75 and who according to his teachers and other people around cannot achieve anything in life, achieves something that is a dream to even the perfectly normal people . forrest goes from playing in the college football team, to working in the u.s army, from graduating college to playing ping-pong at an international level and from running the entire span of america continuously for 3 years to becoming a millionaire with his shrimp business. that is a lot of achievement and he does all this with the same amount of dumbness and stupidity he is born with. the other characters in the movie, forest's mom who stood by him his entire life, his love interest jenny who in her younger days picks up the drug habit and goes the hippie way, and after she is matured marries forrest and gives birth to a son but dies in the end. his friend in the army days bubba, and his commanding officer lieutenant dan who then becomes his business partner etc. all these characters are well written and have a considerable role to play in the making of forrest gump as a person. one cannot miss mentioning the references of world famous personalities such as john kennedy, richard nixon, ronald reagan, elvis presley, john lennon etc in the movie and their coincidental relation with forrest. tom hanks has portrayed the role of a lifetime and he got awarded for it - best actor oscar. his improvisations for the role such as voice modulation, walking style and just looking plain dumb all went for him. overall, you cannot be called a hollywood lover, if you have not watched forrest gump :) ratings : 9/10;2 June 2009;9;['many', 'many', 'more', 'dumb', 'other', 'normal', 'forr', 'international', 'entire', 'same', 'other', 'entire', 'young', 'hippie', 'forr', 'bubba', 'considerable', 'forr', 'famous', 'such', 'coincidental', 'forr', 'good', 'such', 'dumb', 'forr'];0.1138888888888888
352;mrbluto;forrest gump is a kind honest sweet movie with edges of real life sadness. forrest takes us back to old days of movies when every other word did not have to be cursing,forrest is a simple man making his way through an unsimple life,the entire cast was brilliant. a wonderful movie and well deserved an oscar. we will never see the likes of this kind of movie again. 9 out of 10;31 July 2001;8;['forr', 'honest', 'sweet', 'real', 'forr', 'old', 'other', 'forr', 'simple', 'unsimple', 'entire', 'brilliant', 'wonderful'];0.3361111111111111
353;danjakubik;"i have seen ""forrest gump"" (fg), a number of times, since i first saw it theatrically july 1994, when it was first released. i was first captured by it's beautiful music score. then the story and tom hanks's performance as forrest gump, also won me over. this film knows how to push the right emotional buttons. there is no conventional story or plot in this film, yet the film works very well. some people dislike this film, because the main character is of low intelligence and his adventures in life seem hard to believe. there are several reasons to attribute the big success of this film. partly the screenplay, partly tom hank's performance, partly the music score and the film's sweep through 30 years of recent and familiar american history. fg is a very american film. americans like a story of a simple person achieving great things. i believe many people reacted and related to the character of forrest gump in this film. a simple, innocent and humble man achieving great things in his life. part of the moral of the story, is that brains aren't always necessary to achieve in life, a warm and kind heart can achieve in other ways in life. the story idea is that life is both destiny and luck. i like that philosophy and agree with it. to me, fg is a modern classic, american film.";17 March 2007;9;['forr', 'beautiful', 'forr', 'right', 'emotional', 'conventional', 'main', 'low', 'hard', 'several', 'big', 'recent', 'familiar', 'american', 'american', 'simple', 'great', 'many', 'forr', 'simple', 'innocent', 'humble', 'great', 'moral', 'necessary', 'warm', 'kind', 'other', 'modern', 'american'];0.1821428571428571
354;wobelix;"the bus stop. john savage gets in and goes to milos forman's new york in his equally breathtaking hair. with the farewell quote above (from his papa) which gives live to forrest. forrest gump gets on the bus to go to school and way, way beyond. but of course, forrest comes back, keeps on coming back. to us. he is not stupid, oh no, since he doesn't do a single act of stupidness all through the film. he is .. forrest, or for that matter ... perceval. ""what do you want to be when you grow up forrest ?"" -""aren't i going to be me ?"" even without the amazing special effects (did the money went dry to have some proper rain effects outside vietnam ?) which are truly incredible and good and opened up a new chapter in film-history (without this film the dead actor oliver reed could never have finished his role in gladiator...), this epic is wonderful. of course, when you get this film on dvd and run it for about 5 or 6 times straight, you'll find one tiny flaw in the accent of incredible tom hanks. sure beforehand you wouldn't have noticed because of the moisture blocking sinuses and ears and hanging in y' eye-lashes.... 6 golden statues this film has won. let's somehow give writer winston groom, who gave us this round the world trip back to yoknapatawpha county his weight in gold.";31 August 2001;8;['breathtaking', 'forr', 'forr', 'stupid', 'single', 'forr', 'forr', 'amazing', 'special', 'dry', 'proper', 'incredible', 'good', 'new', 'dead', 'wonderful', 'straight', 'tiny', 'incredible', 'golden'];0.3097132034632034
355;jay-techie2007;i am not sure how tom hanks does what he does on screen. i am not even sure how to describe what he does on the screen. forrest gump was a difficult character to play, let alone project it with such brilliance on the screen. however, it's hard to imagine any other actor able to do so. forrest gump takes you to the journey of an unique character who has his own unique impression of the world around him. fortunately, he manages to find more friends than bullies around him, but the life is still challenging in its own ways for him. while it a long movie, the script has made justice to the length of the movie. the coverage of some of the major events in the us history at that time, adds a different flavor to the storyline. definitely one of the best movies ever made in hollywood!;14 January 2022;10;['sure', 'sure', 'forr', 'difficult', 'such', 'hard', 'other', 'able', 'forr', 'unique', 'own', 'unique', 'more', 'own', 'long', 'major', 'different', 'good'];0.2341145833333333
356;jofitz27;this is a truly patriotic movie, and guess what: not even half of america probably likes it. it's got a dunce as the protagonist, who, for sentimentality reasons talks slowly, he's got your typical, advice-giving all-american mother, references to the vietnam war and america's greatness and, of course, an all to frequently appearing love story. yep, that's forrest gump. coincidentilly appearing in many historical times, never funny (maybe save the 'watergate' incident) these soon tire. it's simply done too many times, and each occurrence is as crap as the last. many people have stated this an 'entertaing, heartwarming tale'. are you watching the same film, with references to paedophilia, incest, war violence, death, cancer and drug addiction, all through the eyes of a disabled person. heartwarming? well, no. this film may have been entertaining were it not so sad. it's got many occasions where you could watch happily. but everything bad in the film you've seen at the times it could be entertaining stick with you. the incest, the paedophilia, the drug use, the attempted suicide. it sticks with you. bad things happen to often in this film, and it's justified by gump's idiotic nature. i'll give it a ** out of **** for few moments of entertainment and savour.;31 May 2005;5;['patriotic', 'typical', 'american', 'forr', 'many', 'historical', 'funny', 'watergate', 'many', 'crap', 'last', 'many', 'same', 'disabled', 'sad', 'many', 'bad', 'bad', 'idiotic', 'few'];-0.0990196078431372
357;enricoshapka;a man with handicap and difficulties in childhood. an idiot and corny person that ended living life at its fullest. love, war, friends, politics, became a captain, a champion, a runner, a hero. has many touching moments, heartwarming but also sad. it's one of those films to see at least once in life and it's among the best ever made. this should have at least 9.5/10 as rating.;29 December 2021;10;['corny', 'full', 'many', 'touching', 'sad', 'least', 'good', 'least'];0.1357142857142857
358;ethlaid;forrest gump is inspiring and emotional but truly spectacular. tom hanks played the role to perfection and brought many emotions to the screen which will hit the viewer very hard. the music, acting, plot, directing... everything is perfect but especially the character himself of forrest gump, possibly one of the most recognisable characters in the history of film. an absolute must watch;22 February 2021;10;['forr', 'inspiring', 'emotional', 'spectacular', 'many', 'perfect', 'forr', 'recognisable', 'absolute'];0.4666666666666667
359;beauzee;"ho did he ever manage to enlist in the army? okay, okay... we have some of the best movie making ever, in the first hour or so...then we veer off into 7 other movies. the character has an iq of 75 but his intellect does not account for his, shall we say, humanitarian iq. are we supposed to wonder...is he such a moral, courageous man because he does not deal at all in adult social complexities and just reacts? is he a ""savant"", in that as ""dumb"" as he is, intellectually, he can accomplish things that ""average"" people cannot, simply because they *think* too much? i wondered if his running ability is half ""transferred"" skill (what he lacks in real brainpower he gains in braunpower?). we are given not one porterhouse steak here but two...meaning, too much is too much. like fred blassie once said, you see women wrestling two nites in a row, by the third?.....nah. should the director/writer simply presented the greatest human running machine in history > cannot possibly break a sweat, stopping his run only for food and nature calls? well, he is the world's greatest runner, a war hero, a multi-million dollar entrepreneur...and he's got a hot hippie chick n the back burner, too! i think the creators referenced marathon man, being there, that dustin hoffman movie where he plays the ""counting"" marvel. the two disc set does not include the deleted footage where gump meets jesus. :)";8 January 2015;7;['good', 'first', 'other', 'humanitarian', 'moral', 'courageous', 'adult', 'social', 'dumb', 'average', 'real', 'porterhouse', 'much', 'much', 'great', 'human', 'great', 'multi', 'hot', 'deleted'];0.191025641025641
360;xherridea;how can a film be both heartwarming and heartbreaking? i don't know but the story of forest gump is a really great watch. it's nice to see someone overcome adversity and succeed. the music is also lovely. i think the acting and cinematography was well done and the edit was seem less.;14 July 2020;8;['heartbreaking', 'great', 'nice', 'lovely', 'less'];0.4333333333333333
361;harishmadireddi;the ideology of forrest gump is a kind of package, one have to inculcate in his or her life, like not to bother too much about the outcome of the efforts one puts in or hoping for the return for the investment of feelings to fetch you the successful outcome and instead give your best you could be it efforts or feelings you feel about your loved ones. the way he doesnt bother running after winning the rugby match, the way he doesnt bother letting go her girl throughout his life no matter how many times she couldnt restrict herself to him. yes he might not be a smart man but he knows how to love for sure. be it his mom, running, ping pong, his friend and his shrimping business and finally his girl breaking him into pieces which makes him run and be the wanderer of happiness or peace. forrest gump is certainly a must watch. the direction, the story even though its apparantly based on the book forrest gump, performance of tam hanks everything fell into place and its nearly 26 years from its release but still it has its soul which makes us own forrest gump in 2020 and it continues to be undying everytime to watch.;15 October 2020;10;['forr', 'successful', 'good', 'loved', 'many', 'smart', 'sure', 'forr', 'forr', 'forr'];0.5607142857142857
362;g-87877;i still remember watching this movie in class, i was deeply touched by forrest gump's persistence, positive energy and his love for jenny.i still think that it was forrest's love for jenny that saved her time and time again. i wrote an article about it, but i can't find it now.the passage of time, the disappearance of words, more sincere and strong feelings.;19 March 2020;10;['forr', 'positive', 'forr', 'sincere', 'strong'];0.3868686868686868
363;r-48240;it's certainly an inspirational film, but i also think it's an educational film. forrest gump's intelligence quotient is simple, so his growth environment is very important. he needs people to guide him. obviously, he is lucky. his mother and his girlfriend give him enough love, encourage him, support him, and let him distinguish good from evil in the process of his growth, which makes him successful.;24 March 2020;9;['inspirational', 'educational', 'forr', 'simple', 'important', 'lucky', 'enough', 'successful'];0.3190476190476191
364;tanelteder;forrest gump is possibly one the greatest movies of all-time. like many people, i have seen it many times. like many others, the famous quotes from the movie are installed in my brain. like many others, i deem this as one of my favorites movies ever. why is it so good? many good reasons. one for sure is the natural entity of forrest. he may seem a dumb guy who can't think 'logically' but he has a good heart. he has a good intentions and people recognize that. people love to see someone who has an ability to look by all the bad events which happen in the life. forrest brings that kind of peace and aplomb which people need in their life. people need to have hope. and forrest shows that if there's an attitude, there is always hope for good things. good things happen to good people. tom hanks is one the best actors. his peak was in 90's and this is his masterpiece. he'll be always remembered as forrest gump. he is perfect for the role and a worthy oscar winner. his character is so likable that people care about him immediately. the supporting cast is also memorable. great performances by gary sinise, mykelti williamson, robin wright and sally field. the life of forrest gump is fascinating. he did things that made people love him. not to express sympathy for him, but truly look up to him. it is a story of a lifetime. a story that moves anybody who believe in good things. a compelling, touchy and emotional movie. forrest says that life is like a box of chocolate, you never know what you gonna get. pick a candy. it's probably delicious.;12 January 2011;10;['forr', 'great', 'many', 'many', 'many', 'famous', 'many', 'good', 'many', 'good', 'sure', 'natural', 'forr', 'dumb', 'good', 'good', 'bad', 'forr', 'forr', 'good', 'good', 'good', 'good', 'forr', 'perfect', 'worthy', 'likable', 'memorable', 'great', 'sally', 'forr', 'fascinating', 'good', 'compelling', 'touchy', 'emotional', 'forr', 'delicious'];0.5089080459770114
